category,product_tier,price_band,customer_tier,market_region,optional_services,quantity,price,order_value,selected_products_count,delivery_lead_time_days,is_expedited_delivery,optional_services_count,optional_services_fee,requested_discount_percent,customer_avg_previous_discount,product_avg_previous_discount,customer_previous_transactions,tier_discount,tier_max_discount,recommended_discount_percent
INDUSTRIAL,STANDARD,PREMIUM,STANDARD,EUROPE,NONE,5,164.47,822.35,2,12,0,0,0.0,8.49,7.33,7.02,10,5.0,12.0,5.41
FURNITURE,STANDARD,HIGH,STANDARD,EUROPE,WHITE_GLOVE,1,79.6,79.6,2,15,0,2,405.34,3.92,4.71,8.33,10,5.0,12.0,6.01
HARDWARE,STANDARD,HIGH,PLATINUM,EUROPE,EXTENDED_WARRANTY,500,65.59,32795.0,2,24,0,1,92.61,15.18,14.88,8.28,9,16.0,30.0,13.6
INDUSTRIAL,STANDARD,PREMIUM,STANDARD,DOMESTIC,PREMIUM_SLA,50,458.24,22912.0,5,18,0,2,429.5,9.41,5.27,6.8,8,5.0,12.0,10.38
ELECTRONICS,PREMIUM,MEDIUM,SILVER,INTERNATIONAL,EXTENDED_WARRANTY,1,27.74,27.74,1,2,1,1,117.59,12.31,4.51,9.39,5,8.0,18.0,2.34
HARDWARE,ECONOMY,PREMIUM,STANDARD,DOMESTIC,PREMIUM_SLA,500,207.1,103550.0,1,4,0,2,443.46,12.0,3.79,8.06,5,5.0,12.0,11.03
OFFICE_SUPPLIES,PREMIUM,PREMIUM,STANDARD,DOMESTIC,EXTENDED_WARRANTY,500,316.3,158150.0,1,18,0,1,98.45,1.27,4.51,8.88,7,5.0,12.0,12.0
FURNITURE,PREMIUM,HIGH,STANDARD,DOMESTIC,TRAINING_AND_SUPPORT,100,69.44,6944.0,1,9,0,1,201.85,1.84,2.0,6.3,9,5.0,12.0,9.14
INDUSTRIAL,PREMIUM,HIGH,STANDARD,EUROPE,EXTENDED_WARRANTY,5,54.3,271.5,5,6,0,1,77.19,7.24,8.04,4.45,9,5.0,12.0,8.23
ELECTRONICS,ECONOMY,PREMIUM,STANDARD,DOMESTIC,EXTENDED_WARRANTY,100,328.97,32897.0,4,6,0,1,216.62,4.0,5.53,5.03,8,5.0,12.0,4.29
OFFICE_SUPPLIES,ENTERPRISE,PREMIUM,STANDARD,INTERNATIONAL,PREMIUM_SLA,1,331.57,331.57,1,15,0,2,497.59,6.18,2.0,8.88,11,5.0,12.0,6.45
SOFTWARE,STANDARD,PREMIUM,SILVER,DOMESTIC,NONE,1,201.74,201.74,1,29,0,0,0.0,11.17,8.93,7.59,13,8.0,18.0,9.73
SOFTWARE,STANDARD,HIGH,GOLD,INTERNATIONAL,NONE,2,137.3,274.6,2,17,0,0,0.0,13.31,12.89,9.57,7,12.0,24.0,15.4
SOFTWARE,ENTERPRISE,PREMIUM,STANDARD,DOMESTIC,PREMIUM_SLA,5,211.98,1059.9,2,12,0,2,183.35,0.0,5.76,10.79,12,5.0,12.0,12.0
ELECTRONICS,ECONOMY,PREMIUM,STANDARD,DOMESTIC,WHITE_GLOVE,2,418.38,836.76,3,27,0,2,120.88,5.16,3.42,9.2,11,5.0,12.0,6.33
INDUSTRIAL,STANDARD,PREMIUM,STANDARD,DOMESTIC,TRAINING_AND_SUPPORT,50,486.56,24328.0,3,4,0,1,83.36,0.0,3.26,8.74,4,5.0,12.0,7.81
HARDWARE,PREMIUM,PREMIUM,SILVER,DOMESTIC,WHITE_GLOVE,20,260.29,5205.8,4,26,0,2,481.6,6.48,6.41,7.24,8,8.0,18.0,8.87
ELECTRONICS,ECONOMY,PREMIUM,GOLD,INTERNATIONAL,PREMIUM_SLA,50,185.52,9276.0,3,10,0,2,261.1,11.5,12.38,3.36,5,12.0,24.0,11.2
INDUSTRIAL,STANDARD,PREMIUM,STANDARD,DOMESTIC,TRAINING_AND_SUPPORT,100,195.25,19525.0,4,25,0,1,161.45,4.7,6.04,8.98,3,5.0,12.0,8.82
ELECTRONICS,STANDARD,PREMIUM,STANDARD,EUROPE,EXTENDED_WARRANTY,5,170.18,850.9,2,23,0,1,115.27,6.8,3.75,7.85,6,5.0,12.0,4.27
INDUSTRIAL,STANDARD,PREMIUM,GOLD,DOMESTIC,EXTENDED_WARRANTY,20,286.47,5729.4,5,30,0,1,246.88,14.55,13.2,6.57,12,12.0,24.0,13.17
ELECTRONICS,PREMIUM,PREMIUM,STANDARD,EUROPE,NONE,10,447.52,4475.2,4,27,0,0,0.0,2.27,8.76,7.59,3,5.0,12.0,7.28
SOFTWARE,PREMIUM,PREMIUM,SILVER,EUROPE,WHITE_GLOVE,50,289.97,14498.5,1,18,0,2,470.93,8.63,9.65,10.03,5,8.0,18.0,15.72
SERVICES,STANDARD,PREMIUM,SILVER,DOMESTIC,PREMIUM_SLA,50,378.69,18934.5,1,6,0,2,484.45,9.87,6.96,9.19,9,8.0,18.0,10.54
INDUSTRIAL,STANDARD,PREMIUM,SILVER,DOMESTIC,PREMIUM_SLA,10,216.81,2168.1,1,22,0,2,343.14,14.6,3.72,8.66,13,8.0,18.0,11.93
INDUSTRIAL,PREMIUM,PREMIUM,SILVER,EUROPE,INSTALLATION,500,153.57,76785.0,2,15,0,1,180.22,7.96,8.69,6.17,8,8.0,18.0,15.66
INDUSTRIAL,STANDARD,PREMIUM,STANDARD,EUROPE,NONE,2,475.29,950.58,1,24,0,0,0.0,3.37,5.31,7.83,13,5.0,12.0,5.52
HARDWARE,STANDARD,PREMIUM,GOLD,EUROPE,NONE,1,361.39,361.39,3,26,0,0,0.0,13.74,15.02,3.8,4,12.0,24.0,6.48
SERVICES,STANDARD,PREMIUM,SILVER,DOMESTIC,INSTALLATION,20,439.68,8793.6,1,2,1,1,69.67,14.39,10.68,9.59,9,8.0,18.0,7.28
SERVICES,PREMIUM,PREMIUM,STANDARD,EUROPE,TRAINING_AND_SUPPORT,2,294.07,588.14,3,7,0,1,137.21,1.38,3.92,7.44,5,5.0,12.0,3.08
ELECTRONICS,STANDARD,PREMIUM,SILVER,DOMESTIC,EXTENDED_WARRANTY,1,496.5,496.5,3,18,0,1,120.97,11.66,9.75,8.67,13,8.0,18.0,4.67
HARDWARE,PREMIUM,MEDIUM,STANDARD,DOMESTIC,NONE,2,23.21,46.42,2,20,0,0,0.0,0.0,6.53,10.56,9,5.0,12.0,5.16
SERVICES,PREMIUM,PREMIUM,STANDARD,DOMESTIC,NONE,1,160.36,160.36,1,18,0,0,0.0,2.67,8.7,8.78,5,5.0,12.0,7.36
FURNITURE,STANDARD,MEDIUM,STANDARD,DOMESTIC,NONE,1,16.38,16.38,1,19,0,0,0.0,4.37,4.54,7.79,6,5.0,12.0,7.03
ELECTRONICS,STANDARD,HIGH,STANDARD,DOMESTIC,NONE,5,149.13,745.65,2,1,1,0,0.0,2.66,6.84,10.47,9,5.0,12.0,1.0
ELECTRONICS,STANDARD,PREMIUM,SILVER,EUROPE,NONE,5,439.36,2196.8,3,26,0,0,0.0,8.79,10.08,7.87,8,8.0,18.0,3.9
ELECTRONICS,PREMIUM,PREMIUM,SILVER,DOMESTIC,INSTALLATION,50,366.22,18311.0,3,4,0,1,118.88,10.2,5.36,8.29,9,8.0,18.0,2.32
FURNITURE,STANDARD,HIGH,SILVER,DOMESTIC,WHITE_GLOVE,5,111.54,557.7,3,6,0,2,279.37,11.23,11.17,4.37,5,8.0,18.0,11.08
FURNITURE,STANDARD,PREMIUM,STANDARD,DOMESTIC,INSTALLATION,2,245.38,490.76,2,10,0,1,81.73,6.34,5.55,9.91,7,5.0,12.0,4.21
SOFTWARE,PREMIUM,PREMIUM,STANDARD,INTERNATIONAL,PREMIUM_SLA,100,291.85,29185.0,1,12,0,2,323.86,0.0,5.14,11.54,10,5.0,12.0,12.0
OFFICE_SUPPLIES,STANDARD,PREMIUM,STANDARD,DOMESTIC,EXTENDED_WARRANTY,5,441.34,2206.7,5,27,0,1,107.26,9.67,2.98,9.96,14,5.0,12.0,7.15
HARDWARE,ECONOMY,HIGH,STANDARD,DOMESTIC,INSTALLATION,1,98.43,98.43,1,15,0,1,200.26,4.19,7.02,4.33,8,5.0,12.0,5.31
OFFICE_SUPPLIES,STANDARD,PREMIUM,SILVER,DOMESTIC,EXTENDED_WARRANTY,2,386.38,772.76,1,10,0,1,83.96,8.66,4.49,3.56,7,8.0,18.0,6.15
ELECTRONICS,STANDARD,PREMIUM,GOLD,DOMESTIC,EXTENDED_WARRANTY,1,157.78,157.78,3,16,0,1,171.51,11.98,15.11,7.76,9,12.0,24.0,8.84
SERVICES,STANDARD,MEDIUM,STANDARD,DOMESTIC,WHITE_GLOVE,10,26.75,267.5,1,6,0,2,422.46,6.85,5.68,8.36,7,5.0,12.0,11.68
ELECTRONICS,STANDARD,HIGH,GOLD,EUROPE,EXTENDED_WARRANTY,5,85.05,425.25,2,15,0,1,198.44,10.29,17.61,7.8,10,12.0,24.0,12.77
SERVICES,STANDARD,PREMIUM,SILVER,DOMESTIC,EXTENDED_WARRANTY,1,263.93,263.93,1,11,0,1,120.53,10.04,9.36,5.67,5,8.0,18.0,8.93
SOFTWARE,PREMIUM,MEDIUM,STANDARD,DOMESTIC,NONE,50,47.09,2354.5,2,9,0,0,0.0,6.11,5.72,4.62,7,5.0,12.0,8.33
INDUSTRIAL,PREMIUM,PREMIUM,PLATINUM,DOMESTIC,NONE,1,216.97,216.97,2,29,0,0,0.0,15.88,14.18,8.38,7,16.0,30.0,12.8
OFFICE_SUPPLIES,ECONOMY,PREMIUM,STANDARD,DOMESTIC,PREMIUM_SLA,10,227.97,2279.7,1,8,0,2,486.88,6.11,2.99,8.39,5,5.0,12.0,9.66
INDUSTRIAL,ENTERPRISE,PREMIUM,SILVER,EUROPE,EXTENDED_WARRANTY,1,267.32,267.32,3,6,0,1,89.05,8.07,6.96,8.36,5,8.0,18.0,10.35
INDUSTRIAL,STANDARD,PREMIUM,GOLD,DOMESTIC,NONE,1,360.33,360.33,3,16,0,0,0.0,11.95,10.79,10.41,5,12.0,24.0,8.23
ELECTRONICS,STANDARD,PREMIUM,STANDARD,DOMESTIC,EXTENDED_WARRANTY,20,296.69,5933.8,2,10,0,1,97.53,3.26,4.64,7.06,16,5.0,12.0,6.98
OFFICE_SUPPLIES,STANDARD,HIGH,STANDARD,DOMESTIC,EXTENDED_WARRANTY,50,137.96,6898.0,4,24,0,1,242.15,2.11,3.82,9.06,7,5.0,12.0,10.22
SOFTWARE,STANDARD,PREMIUM,SILVER,DOMESTIC,INSTALLATION,1,406.03,406.03,1,10,0,1,191.79,10.51,10.9,6.88,9,8.0,18.0,13.65
OFFICE_SUPPLIES,PREMIUM,PREMIUM,SILVER,DOMESTIC,PREMIUM_SLA,250,389.36,97340.0,2,16,0,2,270.71,8.82,5.72,5.2,8,8.0,18.0,12.78
SERVICES,ENTERPRISE,PREMIUM,STANDARD,EUROPE,EXTENDED_WARRANTY,100,453.76,45376.0,1,8,0,1,180.45,3.16,4.53,6.7,6,5.0,12.0,10.46
HARDWARE,ECONOMY,PREMIUM,STANDARD,INTERNATIONAL,INSTALLATION,10,398.24,3982.4,1,2,1,1,132.43,0.0,6.64,9.73,11,5.0,12.0,1.0
INDUSTRIAL,ENTERPRISE,HIGH,STANDARD,EUROPE,EXTENDED_WARRANTY,500,84.34,42170.0,2,23,0,1,138.47,6.81,2.0,10.63,10,5.0,12.0,10.74
SOFTWARE,PREMIUM,HIGH,SILVER,DOMESTIC,WHITE_GLOVE,20,102.55,2051.0,3,3,1,2,361.56,13.18,7.17,11.55,6,8.0,18.0,11.08
OFFICE_SUPPLIES,STANDARD,PREMIUM,PLATINUM,DOMESTIC,NONE,20,328.01,6560.2,2,8,0,0,0.0,16.23,14.16,10.03,9,16.0,30.0,13.5
ELECTRONICS,STANDARD,HIGH,PLATINUM,DOMESTIC,INSTALLATION,10,129.35,1293.5,3,20,0,1,186.87,19.79,15.98,8.12,9,16.0,30.0,9.38
FURNITURE,ENTERPRISE,PREMIUM,GOLD,EUROPE,PREMIUM_SLA,2,331.03,662.06,3,8,0,2,467.18,12.67,11.98,5.02,9,12.0,24.0,10.94
FURNITURE,STANDARD,PREMIUM,STANDARD,INTERNATIONAL,NONE,1,254.97,254.97,3,2,1,0,0.0,8.51,3.45,8.53,5,5.0,12.0,1.0
SOFTWARE,STANDARD,HIGH,SILVER,INTERNATIONAL,WHITE_GLOVE,50,144.71,7235.5,2,26,0,2,247.21,7.01,9.83,7.16,11,8.0,18.0,15.08
FURNITURE,STANDARD,PREMIUM,PLATINUM,DOMESTIC,INSTALLATION,5,370.12,1850.6,3,18,0,1,123.69,15.71,15.79,5.69,13,16.0,30.0,13.87
HARDWARE,PREMIUM,PREMIUM,GOLD,DOMESTIC,EXTENDED_WARRANTY,50,435.57,21778.5,1,28,0,1,160.96,16.66,9.4,5.72,5,12.0,24.0,7.97
SOFTWARE,ECONOMY,HIGH,STANDARD,INTERNATIONAL,TRAINING_AND_SUPPORT,1,79.41,79.41,2,16,0,1,141.39,7.94,6.24,7.53,13,5.0,12.0,10.15
ELECTRONICS,ECONOMY,PREMIUM,STANDARD,INTERNATIONAL,NONE,5,286.61,1433.05,2,20,0,0,0.0,4.93,7.02,7.74,4,5.0,12.0,2.19
ELECTRONICS,ECONOMY,PREMIUM,STANDARD,EUROPE,EXTENDED_WARRANTY,10,391.3,3913.0,2,10,0,1,177.73,8.94,4.97,10.05,6,5.0,12.0,1.0
SOFTWARE,ENTERPRISE,PREMIUM,STANDARD,EUROPE,NONE,1,402.26,402.26,4,15,0,0,0.0,0.6,2.6,10.03,5,5.0,12.0,5.13
FURNITURE,ECONOMY,PREMIUM,GOLD,EUROPE,EXTENDED_WARRANTY,2,244.98,489.96,1,1,1,1,58.06,6.32,14.44,6.91,5,12.0,24.0,5.22
FURNITURE,STANDARD,PREMIUM,SILVER,DOMESTIC,NONE,5,409.92,2049.6,2,19,0,0,0.0,5.9,5.7,8.12,4,8.0,18.0,8.88
ELECTRONICS,ENTERPRISE,PREMIUM,SILVER,DOMESTIC,INSTALLATION,2,414.86,829.72,1,8,0,1,62.3,4.61,9.03,9.95,10,8.0,18.0,3.22
HARDWARE,PREMIUM,PREMIUM,PLATINUM,EUROPE,EXTENDED_WARRANTY,1,359.09,359.09,2,4,0,1,219.76,12.87,18.67,9.83,15,16.0,30.0,8.34
SERVICES,ENTERPRISE,PREMIUM,PLATINUM,DOMESTIC,PREMIUM_SLA,20,388.67,7773.4,3,10,0,2,309.21,17.4,17.81,7.53,10,16.0,30.0,17.69
FURNITURE,ENTERPRISE,HIGH,STANDARD,INTERNATIONAL,EXTENDED_WARRANTY,50,105.73,5286.5,2,7,0,1,163.91,4.91,4.48,7.05,11,5.0,12.0,4.09
HARDWARE,STANDARD,PREMIUM,STANDARD,INTERNATIONAL,PREMIUM_SLA,2,158.03,316.06,2,5,0,2,474.4,6.21,8.05,8.0,7,5.0,12.0,1.0
INDUSTRIAL,STANDARD,HIGH,STANDARD,EUROPE,NONE,5,89.56,447.8,2,19,0,0,0.0,8.64,2.4,9.04,7,5.0,12.0,1.45
FURNITURE,PREMIUM,PREMIUM,GOLD,INTERNATIONAL,NONE,5,377.34,1886.7,1,15,0,0,0.0,11.72,11.15,7.77,2,12.0,24.0,10.21
SERVICES,PREMIUM,LOW,STANDARD,DOMESTIC,PREMIUM_SLA,100,10.58,1058.0,4,4,0,2,323.53,1.29,3.03,9.92,8,5.0,12.0,8.17
SOFTWARE,PREMIUM,PREMIUM,STANDARD,DOMESTIC,WHITE_GLOVE,2,151.33,302.66,3,27,0,2,397.07,3.16,7.53,8.03,9,5.0,12.0,10.85
OFFICE_SUPPLIES,STANDARD,PREMIUM,SILVER,DOMESTIC,PREMIUM_SLA,5,412.97,2064.85,4,28,0,2,468.19,7.46,6.37,7.99,9,8.0,18.0,10.42
ELECTRONICS,ECONOMY,PREMIUM,SILVER,INTERNATIONAL,NONE,1,177.42,177.42,1,29,0,0,0.0,9.89,9.14,7.38,15,8.0,18.0,5.04
SOFTWARE,PREMIUM,PREMIUM,GOLD,DOMESTIC,NONE,2,305.04,610.08,3,11,0,0,0.0,18.02,10.36,6.82,7,12.0,24.0,12.96
FURNITURE,PREMIUM,HIGH,STANDARD,EUROPE,EXTENDED_WARRANTY,1,119.85,119.85,1,14,0,1,101.27,7.67,4.66,5.61,11,5.0,12.0,6.84
SERVICES,ECONOMY,HIGH,SILVER,INTERNATIONAL,NONE,2,64.67,129.34,2,14,0,0,0.0,9.26,7.96,9.47,10,8.0,18.0,10.39
ELECTRONICS,PREMIUM,HIGH,GOLD,DOMESTIC,INSTALLATION,5,79.19,395.95,3,29,0,1,221.01,5.56,16.18,9.78,8,12.0,24.0,10.03
OFFICE_SUPPLIES,STANDARD,HIGH,GOLD,EUROPE,TRAINING_AND_SUPPORT,10,102.95,1029.5,1,15,0,1,234.76,15.64,9.48,6.74,9,12.0,24.0,12.8
OFFICE_SUPPLIES,PREMIUM,PREMIUM,STANDARD,DOMESTIC,INSTALLATION,5,169.37,846.85,5,8,0,1,134.14,2.28,8.17,6.4,6,5.0,12.0,6.79
SERVICES,STANDARD,HIGH,GOLD,DOMESTIC,NONE,10,115.99,1159.9,3,28,0,0,0.0,12.51,11.88,6.89,7,12.0,24.0,9.96
SERVICES,ECONOMY,PREMIUM,GOLD,DOMESTIC,NONE,1,431.71,431.71,1,8,0,0,0.0,16.22,8.33,9.34,6,12.0,24.0,12.11
FURNITURE,STANDARD,MEDIUM,STANDARD,INTERNATIONAL,PREMIUM_SLA,1,33.02,33.02,1,22,0,2,374.52,3.04,2.0,7.53,6,5.0,12.0,2.0
ELECTRONICS,STANDARD,PREMIUM,STANDARD,INTERNATIONAL,EXTENDED_WARRANTY,2,178.45,356.9,1,2,1,1,214.31,0.31,4.05,10.85,7,5.0,12.0,1.58
INDUSTRIAL,ECONOMY,PREMIUM,PLATINUM,DOMESTIC,INSTALLATION,1,226.78,226.78,1,30,0,1,151.5,12.48,15.26,11.45,11,16.0,30.0,11.32
INDUSTRIAL,ECONOMY,PREMIUM,SILVER,DOMESTIC,NONE,5,152.9,764.5,2,12,0,0,0.0,6.62,8.57,8.36,9,8.0,18.0,10.26
FURNITURE,PREMIUM,HIGH,STANDARD,DOMESTIC,NONE,20,138.79,2775.8,5,14,0,0,0.0,6.06,4.98,7.37,13,5.0,12.0,6.23
OFFICE_SUPPLIES,PREMIUM,PREMIUM,GOLD,INTERNATIONAL,EXTENDED_WARRANTY,2,287.11,574.22,2,18,0,1,88.96,10.7,12.37,5.28,9,12.0,24.0,13.17
SOFTWARE,ENTERPRISE,PREMIUM,PLATINUM,DOMESTIC,PREMIUM_SLA,5,327.71,1638.55,1,11,0,2,280.44,22.32,14.09,4.84,10,16.0,30.0,14.85
SOFTWARE,ECONOMY,MEDIUM,SILVER,DOMESTIC,WHITE_GLOVE,50,45.87,2293.5,3,12,0,2,295.8,6.52,8.18,11.95,10,8.0,18.0,15.04
HARDWARE,PREMIUM,PREMIUM,GOLD,EUROPE,NONE,2,477.7,955.4,2,11,0,0,0.0,12.25,8.03,8.32,9,12.0,24.0,5.51
OFFICE_SUPPLIES,ENTERPRISE,PREMIUM,GOLD,EUROPE,EXTENDED_WARRANTY,20,227.09,4541.8,4,29,0,1,78.14,10.78,12.15,9.63,5,12.0,24.0,14.93
INDUSTRIAL,ECONOMY,PREMIUM,SILVER,DOMESTIC,NONE,50,174.88,8744.0,3,25,0,0,0.0,6.48,12.92,10.52,8,8.0,18.0,12.61
INDUSTRIAL,PREMIUM,MEDIUM,SILVER,DOMESTIC,EXTENDED_WARRANTY,10,48.37,483.7,1,30,0,1,60.83,12.55,7.7,10.63,6,8.0,18.0,14.1
OFFICE_SUPPLIES,ECONOMY,PREMIUM,SILVER,INTERNATIONAL,WHITE_GLOVE,5,480.1,2400.5,1,14,0,2,390.36,10.76,6.84,4.17,7,8.0,18.0,14.01
FURNITURE,STANDARD,PREMIUM,STANDARD,DOMESTIC,WHITE_GLOVE,10,275.82,2758.2,1,30,0,2,250.94,5.23,5.59,9.09,6,5.0,12.0,11.54
HARDWARE,ECONOMY,HIGH,SILVER,DOMESTIC,PREMIUM_SLA,10,63.66,636.6,1,14,0,2,120.93,9.81,6.76,8.19,9,8.0,18.0,4.82
SERVICES,ENTERPRISE,HIGH,STANDARD,EUROPE,INSTALLATION,2,94.52,189.04,1,1,1,1,219.64,5.27,3.91,4.82,12,5.0,12.0,4.25
HARDWARE,STANDARD,PREMIUM,STANDARD,DOMESTIC,INSTALLATION,20,264.74,5294.8,2,12,0,1,182.83,5.69,4.04,7.95,5,5.0,12.0,4.87
ELECTRONICS,ECONOMY,PREMIUM,STANDARD,DOMESTIC,TRAINING_AND_SUPPORT,20,462.68,9253.6,1,22,0,1,104.12,1.22,4.0,9.85,9,5.0,12.0,5.58
FURNITURE,STANDARD,PREMIUM,SILVER,EUROPE,INSTALLATION,5,438.89,2194.45,2,22,0,1,167.13,10.71,9.8,9.49,10,8.0,18.0,7.17
SERVICES,PREMIUM,HIGH,PLATINUM,DOMESTIC,INSTALLATION,100,71.5,7150.0,4,18,0,1,225.14,14.79,15.7,8.45,9,16.0,30.0,20.28
SERVICES,STANDARD,HIGH,GOLD,DOMESTIC,INSTALLATION,5,109.15,545.75,5,13,0,1,84.77,15.97,10.85,10.58,8,12.0,24.0,13.04
INDUSTRIAL,ECONOMY,PREMIUM,PLATINUM,DOMESTIC,INSTALLATION,20,342.15,6843.0,1,5,0,1,169.33,13.56,13.29,9.9,6,16.0,30.0,14.04
SOFTWARE,STANDARD,PREMIUM,STANDARD,EUROPE,NONE,2,161.52,323.04,2,25,0,0,0.0,4.73,3.71,7.18,6,5.0,12.0,7.9
ELECTRONICS,STANDARD,MEDIUM,GOLD,DOMESTIC,NONE,5,42.5,212.5,2,25,0,0,0.0,13.67,10.82,7.63,6,12.0,24.0,2.01
HARDWARE,ECONOMY,PREMIUM,STANDARD,EUROPE,NONE,2,367.62,735.24,3,2,1,0,0.0,1.48,3.86,5.08,7,5.0,12.0,1.0
SOFTWARE,ECONOMY,PREMIUM,PLATINUM,EUROPE,TRAINING_AND_SUPPORT,20,353.46,7069.2,2,3,1,1,172.53,18.68,14.13,7.89,4,16.0,30.0,13.5
OFFICE_SUPPLIES,PREMIUM,PREMIUM,STANDARD,DOMESTIC,NONE,20,335.67,6713.4,1,3,1,0,0.0,7.32,7.74,7.59,5,5.0,12.0,1.0
FURNITURE,ENTERPRISE,PREMIUM,STANDARD,DOMESTIC,NONE,1,488.25,488.25,1,3,1,0,0.0,0.0,2.0,6.21,7,5.0,12.0,1.0
HARDWARE,STANDARD,HIGH,STANDARD,EUROPE,INSTALLATION,2,55.2,110.4,1,18,0,1,210.74,7.37,2.2,5.56,8,5.0,12.0,5.44
OFFICE_SUPPLIES,STANDARD,PREMIUM,PLATINUM,DOMESTIC,NONE,2,192.47,384.94,3,6,0,0,0.0,17.67,20.44,9.56,8,16.0,30.0,10.81
SERVICES,PREMIUM,PREMIUM,SILVER,DOMESTIC,PREMIUM_SLA,20,428.11,8562.2,4,18,0,2,119.94,12.93,9.71,9.06,9,8.0,18.0,12.74
INDUSTRIAL,PREMIUM,PREMIUM,STANDARD,EUROPE,NONE,50,233.15,11657.5,5,8,0,0,0.0,4.41,2.8,7.72,5,5.0,12.0,5.5
HARDWARE,ENTERPRISE,LOW,STANDARD,DOMESTIC,INSTALLATION,1,5.37,5.37,2,13,0,1,238.31,2.59,7.45,6.44,6,5.0,12.0,4.97
SOFTWARE,ENTERPRISE,HIGH,SILVER,DOMESTIC,NONE,10,119.72,1197.2,3,24,0,0,0.0,4.01,8.89,12.25,12,8.0,18.0,12.46
ELECTRONICS,PREMIUM,PREMIUM,STANDARD,DOMESTIC,NONE,1,185.65,185.65,1,12,0,0,0.0,0.0,4.03,8.69,5,5.0,12.0,2.12
SOFTWARE,ENTERPRISE,PREMIUM,STANDARD,DOMESTIC,NONE,100,429.91,42991.0,1,28,0,0,0.0,4.16,6.86,7.33,9,5.0,12.0,9.91
FURNITURE,STANDARD,HIGH,SILVER,INTERNATIONAL,EXTENDED_WARRANTY,1,50.73,50.73,1,5,0,1,113.17,6.55,9.59,7.93,6,8.0,18.0,4.66
INDUSTRIAL,STANDARD,PREMIUM,STANDARD,DOMESTIC,NONE,2,264.48,528.96,3,4,0,0,0.0,7.51,4.55,11.41,10,5.0,12.0,4.02
FURNITURE,STANDARD,HIGH,STANDARD,DOMESTIC,WHITE_GLOVE,250,122.39,30597.5,1,13,0,2,137.23,3.64,5.99,7.64,7,5.0,12.0,11.83
HARDWARE,PREMIUM,PREMIUM,SILVER,DOMESTIC,INSTALLATION,1,399.02,399.02,1,10,0,1,84.48,7.81,7.94,8.95,10,8.0,18.0,5.9
SOFTWARE,STANDARD,PREMIUM,SILVER,DOMESTIC,PREMIUM_SLA,1,169.76,169.76,4,5,0,2,395.19,9.36,7.19,7.59,4,8.0,18.0,12.93
ELECTRONICS,PREMIUM,HIGH,STANDARD,DOMESTIC,PREMIUM_SLA,1,60.41,60.41,2,20,0,2,382.84,4.64,4.92,6.88,6,5.0,12.0,5.33
SERVICES,STANDARD,PREMIUM,STANDARD,INTERNATIONAL,NONE,1,206.79,206.79,1,16,0,0,0.0,11.39,4.3,3.27,5,5.0,12.0,8.48
FURNITURE,STANDARD,PREMIUM,PLATINUM,DOMESTIC,INSTALLATION,1,308.32,308.32,2,2,1,1,103.58,16.39,13.53,4.68,10,16.0,30.0,4.37
ELECTRONICS,STANDARD,PREMIUM,STANDARD,EUROPE,PREMIUM_SLA,10,398.81,3988.1,2,13,0,2,495.26,6.01,3.8,7.99,8,5.0,12.0,4.62
OFFICE_SUPPLIES,ENTERPRISE,PREMIUM,SILVER,DOMESTIC,NONE,20,401.22,8024.4,3,9,0,0,0.0,11.32,5.92,6.27,8,8.0,18.0,9.97
HARDWARE,ECONOMY,PREMIUM,STANDARD,INTERNATIONAL,WHITE_GLOVE,10,251.73,2517.3,5,7,0,2,347.44,6.78,7.3,10.6,6,5.0,12.0,11.06
ELECTRONICS,STANDARD,HIGH,SILVER,DOMESTIC,NONE,2,149.12,298.24,3,1,1,0,0.0,13.48,7.46,9.4,8,8.0,18.0,1.0
HARDWARE,PREMIUM,PREMIUM,GOLD,DOMESTIC,INSTALLATION,20,215.88,4317.6,1,14,0,1,83.17,13.53,12.6,5.8,6,12.0,24.0,9.82
OFFICE_SUPPLIES,STANDARD,LOW,SILVER,INTERNATIONAL,NONE,20,5.93,118.6,1,8,0,0,0.0,4.96,5.97,9.01,8,8.0,18.0,9.11
ELECTRONICS,STANDARD,HIGH,GOLD,INTERNATIONAL,INSTALLATION,20,74.69,1493.8,1,21,0,1,69.33,13.36,12.57,7.33,11,12.0,24.0,10.69
INDUSTRIAL,STANDARD,PREMIUM,SILVER,INTERNATIONAL,WHITE_GLOVE,1,423.41,423.41,2,30,0,2,191.44,8.27,7.39,5.95,7,8.0,18.0,10.64
ELECTRONICS,ECONOMY,MEDIUM,SILVER,DOMESTIC,EXTENDED_WARRANTY,5,41.56,207.8,1,26,0,1,61.68,4.56,9.3,9.25,9,8.0,18.0,8.99
SERVICES,STANDARD,PREMIUM,STANDARD,EUROPE,PREMIUM_SLA,10,478.74,4787.4,5,26,0,2,262.36,6.14,2.0,7.99,9,5.0,12.0,12.0
OFFICE_SUPPLIES,ECONOMY,PREMIUM,STANDARD,DOMESTIC,EXTENDED_WARRANTY,250,465.01,116252.5,2,8,0,1,131.49,2.19,5.42,6.65,9,5.0,12.0,8.56
INDUSTRIAL,STANDARD,PREMIUM,GOLD,DOMESTIC,TRAINING_AND_SUPPORT,20,286.64,5732.8,1,23,0,1,210.42,16.89,14.73,11.37,13,12.0,24.0,14.12
